Position,Level,Salary
level,9.739,0
level,9.740,0
level,9.741,0
level,9.742,0
level,9.743,0
level,9.744,0
level,9.745,0
level,9.746,0
level,9.747,0
level,9.748,0
level,9.749,0
level,9.750,0
level,9.751,0
level,9.752,0
level,9.753,0
level,9.754,0
level,9.755,0
level,9.756,0
level,9.757,0
level,9.758,0
level,9.759,0
level,9.760,0
level,9.761,0
level,9.762,0
level,9.763,0
level,9.764,0
level,9.765,0
level,9.766,0
level,9.767,0
level,9.768,0
level,9.769,0
level,9.770,0
level,9.771,0
level,9.772,0
level,9.773,0
level,9.774,0
level,9.775,0
level,9.776,0
level,9.777,0
level,9.778,0
level,9.779,0
level,9.780,0
level,9.781,0
level,9.782,0
level,9.783,0
level,9.784,0
level,9.785,0
level,9.786,0
level,9.787,0
level,9.788,0
level,9.789,0
level,9.790,0
level,9.791,0
level,9.792,0
level,9.793,0
level,9.794,0
level,9.795,0
level,9.796,0
level,9.797,0
level,9.798,0
level,9.799,0
level,9.800,0
level,9.801,0
level,9.802,0
level,9.803,0
level,9.804,0
level,9.805,0
level,9.806,0
level,9.807,0
level,9.808,0
level,9.809,0
level,9.810,0
level,9.811,0
level,9.812,0
level,9.813,0
level,9.814,0
level,9.815,0
level,9.816,0
level,9.817,0
level,9.818,0
level,9.819,0
level,9.820,0
level,9.821,0
level,9.822,0
level,9.823,0
level,9.824,0
level,9.825,0
level,9.826,0
level,9.827,0
level,9.828,0
level,9.829,0
level,9.830,0
level,9.831,0
level,9.832,0
level,9.833,0
level,9.834,0
level,9.835,0
level,9.836,0
level,9.837,0
level,9.838,0
level,9.839,0
level,9.840,0
level,9.841,0
level,9.842,0
level,9.843,0
level,9.844,0
level,9.845,0
level,9.846,0
level,9.847,0
level,9.848,0
level,9.849,0
level,9.850,0
level,9.851,0
level,9.852,0
level,9.853,0
level,9.854,0
level,9.855,0
level,9.856,0
level,9.857,0
level,9.858,0
level,9.859,0
level,9.860,0
level,9.861,0
level,9.862,0
level,9.863,0
level,9.864,0
level,9.865,0
level,9.866,0
level,9.867,0
level,9.868,0
level,9.869,0
level,9.870,0
level,9.871,0
level,9.872,0
level,9.873,0
level,9.874,0
level,9.875,0
level,9.876,0
level,9.877,0
level,9.878,0
level,9.879,0
level,9.880,0
level,9.881,0
level,9.882,0
level,9.883,0
level,9.884,0
level,9.885,0
level,9.886,0
level,9.887,0
level,9.888,0
level,9.889,0
level,9.890,0
level,9.891,0
level,9.892,0
level,9.893,0
level,9.894,0
level,9.895,0
level,9.896,0
level,9.897,0
level,9.898,0
level,9.899,0
level,9.900,0
level,9.901,0
level,9.902,0
level,9.903,0
level,9.904,0
level,9.905,0
level,9.906,0
level,9.907,0
level,9.908,0
level,9.909,0
level,9.910,0
level,9.911,0
level,9.912,0
level,9.913,0
level,9.914,0
level,9.915,0
level,9.916,0
level,9.917,0
level,9.918,0
level,9.919,0
level,9.920,0
level,9.921,0
level,9.922,0
level,9.923,0
level,9.924,0
level,9.925,0
level,9.926,0
level,9.927,0
level,9.928,0
level,9.929,0
level,9.930,0
level,9.931,0
level,9.932,0
level,9.933,0
level,9.934,0
level,9.935,0
level,9.936,0
level,9.937,0
level,9.938,0
level,9.939,0
level,9.940,0
level,9.941,0
level,9.942,0
level,9.943,0
level,9.944,0
level,9.945,0
level,9.946,0
level,9.947,0
level,9.948,0
level,9.949,0
level,9.950,0
level,9.951,0
level,9.952,0
level,9.953,0
level,9.954,0
level,9.955,0
level,9.956,0
level,9.957,0
level,9.958,0
level,9.959,0
level,9.960,0
level,9.961,0
level,9.962,0
level,9.963,0
level,9.964,0
level,9.965,0
level,9.966,0
level,9.967,0
level,9.968,0
level,9.969,0
level,9.970,0
level,9.971,0
level,9.972,0
level,9.973,0
level,9.974,0
level,9.975,0
level,9.976,0
level,9.977,0
level,9.978,0
level,9.979,0
level,9.980,0
level,9.981,0
level,9.982,0
level,9.983,0
level,9.984,0
level,9.985,0
level,9.986,0
level,9.987,0
level,9.988,0
level,9.989,0
level,9.990,0
level,9.991,0
level,9.992,0
level,9.993,0
level,9.994,0
level,9.995,0
level,9.996,0
level,9.997,0
level,9.998,0
level,9.999,0
level,10.000,0
